wetlandtypecode,vyear,grouptypecode,ecramid,cramver,wetlandclass,wetlandsubclass,wetlandtypedisplay,wetlandtyperowid,userid,userid_updatedby,aaname,projectname,assessmentareaid,projectid,visitdate,createdate,lastupdate,practitioners,practitionerother,aacategorydesc,aacomment,legacygid,programcode,centroidlong,centroidlat,aasize_ha,county,ecoregion,aageomcomment,ispublic,isnottest,indexscore,buffer_landscape_cont,hydrology,physical_structure,biotic_structure,bankfulwidth,average_aa_width,length,upstreamlatitude,upstreamlongitude,downstreamlatitude,downstreamlongitude,datum,flowingwater_riverine,hydroregime_riverine,channelform_riverine,tidalstage_riverine,tidalstage_estuarine,mouthcondition,encompass_estuarine,wetlandorigindesc,managetypes,depressionaltypedesc,encompass_depressional,hydrostate_depressional,hydroregime_depressional,connectstreamfloodplain,definedoutlet,definedinlet,inletoutletsamelocation,distincttopobasin,vpcategorydesc,surfacewater,hydrodescription,peatsoils,encompass_slope,hydrostate_slope,hydroregime_slope
rnc,2020,sa,7803,6.1,riverine,non-confined,riverine non-confined,5,126,,SGUR04000,SMC/SGRRMP,SMC04000,,2020/08/07,2020/11/24 21:01:51,2020/12/01 17:26:50.741,"James Mann (lead practitioner), Wendy Willis (other practitioner)",,ambient,,,SMC,-117.74744,34.23348,0.37639,Los Angeles,south coast,,1,1,76,93.29,91.67,62.50,58.33,18.5,,150,34.23379,-117.74703,34.23323,-117.74791,wgs84,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2020,sa,7804,6.1,riverine,confined,riverine confined,4,126,,SGLR02208,SMC/SGRRMP,SMC02208,,2020/07/23,2020/11/24 21:09:00,2020/12/03 03:40:24.823,James Mann (lead practitioner),,ambient,,,SMC,-117.77502,34.13020,0.12026,Los Angeles,south coast,,1,1,47,67.67,41.67,37.50,41.67,7.5,,150,34.13081,-117.7748,34.12963,-117.7751,wgs84,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2020,sa,7805,6.1,riverine,confined,riverine confined,4,126,,SGLR01454,SMC/SGRRMP,SMC01454,,2020/07/23,2020/11/24 21:27:16,2020/12/01 17:30:22.329,"James Mann (lead practitioner), Wendy Willis (other practitioner)",,ambient,,,SMC,-117.86438,33.95291,0.51529,Los Angeles,south coast,,1,1,53,30.17,58.33,50.00,75.00,4,,150,33.95327,-117.86413,33.95224,-117.86475,wgs84,1,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2020,sa,7806,6.1,riverine,confined,riverine confined,4,126,,SGLR01982,SMC/SGRRMP,SMC01982,,2020/07/23,2020/11/24 21:32:16,2020/12/01 17:44:25.792,"James Mann (lead practitioner), Wendy Willis (other practitioner)",,ambient,,,SMC,-118.03784,33.91800,0.11346,Los Angeles,south coast,,1,1,40,67.67,41.67,25.00,25.00,23.5,,150,33.91863,-118.03753,33.91732,-118.03812,wgs84,1,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2020,sa,7807,6.1,riverine,confined,riverine confined,4,126,,SGLR01824,SMC/SGRRMP,SMC01824,,2020/07/16,2020/11/24 21:37:16,2020/12/01 17:46:31.167,"Wendy Willis (lead practitioner), Karin Wisenbaker (other practitioner)",,ambient,"barely any water; not enough to sample",,SMC,-117.75610,34.09168,0.39139,Los Angeles,south coast,,1,1,30,37.50,33.33,25.00,25.00,6,,150,34.09226,-117.75597,3.09099,-117.75592,wgs84,1,ephemeral,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2020,sa,7808,6.1,riverine,confined,riverine confined,4,126,,SGLR01902,SMC/SGRRMP,SMC01902,,2020/07/16,2020/11/24 21:41:54,2020/12/01 17:48:59.297,"Wendy Willis (lead practitioner), Karin Wisenbaker (other practitioner)",,ambient,,,SMC,-117.85460,34.01152,0.62638,Los Angeles,south coast,,1,1,39,62.50,33.33,25.00,33.33,15,,150,34.01137,-117.85479,34.01074,-117.85588,wgs84,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2020,sa,7809,6.1,riverine,confined,riverine confined,4,126,,SGMR13630,SMC/SGRRMP,SMC13630,,2020/07/08,2020/11/24 21:49:04,2020/12/01 17:51:27.953,"Wendy Willis (lead practitioner), Karin Wisenbaker (other practitioner)",,ambient,,,SMC,-118.10335,33.86058,0.34294,Los Angeles,south coast,,1,1,38,67.67,33.33,25.00,25.00,27.5,,150,,,33.86044,-118.10327,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2020,sa,7810,6.1,riverine,confined,riverine confined,4,126,,SGLR00544,SMC/SGRRMP,smc00544,,2020/06/24,2020/11/24 22:02:42,2020/12/03 03:35:16.204,"Wendy Willis (lead practitioner), Karin Wisenbaker (other practitioner)",,ambient,,,SMC,-117.74054,34.14785,0.87099,Los Angeles,south coast,,1,1,82,86.42,66.67,87.50,88.89,8,,150,34.14764,-117.74056,34.14705,-117.74121,wgs84,1,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sa,7811,6.1,riverine,non-confined,riverine non-confined,5,126,,SGLR02096,SMC/SGRRMP,SMC02096,,2020/06/24,2020/11/24 22:09:05,2020/12/01 17:55:56.707,Wendy Willis (lead practitioner),,ambient,,,SMC,-117.76939,34.16619,0.50761,Los Angeles,south coast,,1,1,89,93.29,91.67,87.50,83.33,9.5,,150,34.16652,-117.76897,34.16575,-117.76955,wgs84,1,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rst,2019,sp,7813,6.2,riverine,episodic single-thread,episodic riverine single-thread,30,124,,Unnamed Creek at Mocal Road,Episodic_CRAM_Validation,,,2019/05/10,2020/11/25 11:08:27,2020/11/25 19:08:27.077,"Kevin O'Connor (lead practitioner), Cara Clark (other practitioner)",,other,,,,-119.59554,35.22377,0.14307,Kern,san joaquin valley,,1,1,58,60.75,58.33,50.00,61.11,,10,100,35.22376,-119.59612,35.22374,-119.59498,nad83,0,,single thread,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rmt,2018,sp,7814,6.2,riverine,episodic multi-thread,episodic riverine multi-thread,31,124,,Watson Wash Trib,Episodic_CRAM_Validation,,,2018/03/29,2020/11/25 11:37:52,2020/11/25 19:37:52.579,"Cara Clark (lead practitioner), Kevin O'Connor (other practitioner)",,other,,,,-115.19825,34.82449,2.24855,San Bernardino,mojave,,1,1,92,93.29,100.00,87.50,88.89,,175,200,34.8249,-115.19737,34.82356,-115.1984,nad83,0,,compound/braided,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2019,sp,7815,6.1,riverine,non-confined,riverine non-confined,5,319,,Lachusa Canyon Creek,NPS_MEDN_2019,404LCCAH1,,2019/03/25,2020/11/25 11:48:59,2020/11/25 19:55:31.817,"Tracy Morman (lead practitioner), Jimmy Monge (other practitioner)",,impacted,,,SWAMP,-118.89430,34.04184,0.11289,Los Angeles,south coast,,1,1,67,90.29,66.67,62.50,47.22,4.24,,150,34.04185,-118.8942,34.04303,-188.89426,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7816,6.1,riverine,non-confined,riverine non-confined,5,127,,COY_050 Los Lagos Golf Course,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_050,,2020/09/30,2020/11/25 11:54:07,2021/05/30 06:14:26.724,"Cara Clark (lead practitioner), Donna Maniscalco (other practitioner), Renee Richardson (other practitioner)",,ambient,Creek off bike path and near golf course. Medium density of homeless encampments near creek. Creek highly vegetated on both sides.,,General,-121.83519,37.30150,0.78825,Santa Clara,bay/delta,,1,1,82,75.00,75.00,87.50,91.67,15.3,,11,37.30138,-121.83448,37.3015,-121.8357,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rmt,2018,sp,7817,6.2,riverine,episodic multi-thread,episodic riverine multi-thread,31,124,,Dillon Road,Episodic_CRAM_Validation,,,2018/03/27,2020/11/25 12:03:18,2020/11/25 20:03:18.539,"Cara Clark (lead practitioner), Kevin O'Connor (other practitioner)",,other,,,,-116.44424,33.92463,0.24797,Riverside,colorado desert,,1,1,59,48.92,66.67,62.50,58.33,,15,150,33.92504,-116.44376,33.92417,-116.44487,nad83,0,,single thread,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7818,6.1,riverine,non-confined,riverine non-confined,5,127,,COY_054 Little Rough Gulch,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_054,,2020/10/19,2020/11/25 12:13:12,2021/05/30 06:14:26.724,"Kevin O'Connor (lead practitioner), Donna Maniscalco (other practitioner)",,ambient,"<p>Tributary on right and possible island, GPS point that was given was 125m up stream and on the hill. we went to the closes tributary coming out on the right. lots of poison oak.&nbsp;</p><p>Follow animal trail to the right and barb wire fence will be on left.&nbsp;</p>",,General,-121.50325,37.13140,0.49288,Santa Clara,bay/delta,,1,1,86,100.00,83.33,87.50,72.22,3.1,,100,37.13156,-121.50392,37.13125,-121.50287,,0,ephemeral,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rmt,2018,sp,7819,6.2,riverine,episodic multi-thread,episodic riverine multi-thread,31,124,,Whitewater River,Episodic_CRAM_Validation,,,2018/03/27,2020/11/25 12:16:01,2020/11/25 20:16:01.175,"Cara Clark (lead practitioner), Kevin O'Connor (other practitioner)",,other,,,,-116.47415,33.80058,1.48507,Riverside,colorado desert,,1,1,64,75.00,58.33,62.50,58.33,,50,200,33.80118,-116.47471,33.79961,-116.4742,nad83,0,,compound/braided,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2020,sp,7820,6.1,riverine,confined,riverine confined,4,127,,COY_062 Henry Coe - Jackass Hill,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_062,,2020/07/30,2020/11/25 12:47:11,2021/05/30 06:14:26.724,"Paul Schwartz (lead practitioner), Sara Galindo (other practitioner)",,ambient,"<p>relatively steep approach w/ bay laurel/oak canopy. Good amount of larga and small woody material. There are a few knick-points or drops in reach. small trib on river left confluences with reach approx 1/3 way up AA from downstream end. Small watershed, lots of small woody debris in channel.&nbsp;</p><p>Unable to physically access ~1/3 of top of AA due to lots of poison oak, was able to access very top. Large trib confluences w/ creek just above upstream extent.&nbsp;</p><p>stream corridor continuity-upstream tributary length is ~300m before absolute beginning of headwaters, downstream reach is ~250m before reaching confluence. we measured remaining ~250m into receiving waters.</p><p>drainage confluence enters AA in lower 3rd of site. If AA is moved up, another drainage will meet our drainage. If moved downstream, drastic change in habitat. decided to assess as is with added notes and photo documentation.</p>; SFEI QA Review (3/2021) updated one or more Metric Scores.",,General,-121.48835,37.17719,0.15425,Santa Clara,bay/delta,,1,1,68,93.29,75.00,50.00,52.78,1.96,,110,,,,,,0,ephemeral,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rst,2019,,7821,6.2,riverine,episodic single-thread,episodic riverine single-thread,30,124,,Rancho Mirage,,,,2019/03/26,2020/11/25 12:53:50,2020/11/25 21:04:20.094,Kevin O'Connor (lead practitioner),,training,,,,-116.44676,33.76603,0.1241,Riverside,colorado desert,,1,1,34,43.13,41.67,25.00,25.00,,10,100,33.7656,-116.44665,33.76651,-116.44667,nad83,0,,single thread,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7823,6.1,riverine,non-confined,riverine non-confined,5,127,,COY_064 Rifle Range,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_064,,2020/07/31,2020/11/25 13:07:19,2021/05/30 06:14:26.724,"Cara Clark (lead practitioner), Gabrielle Barsotti (other practitioner)",,ambient,"Ephermeral drainage mostly covered in grasses and star thistle. Drains into concrete channel and detention pond.&nbsp;; SFEI QA Review (3/2021) updated one or more Metric Scores.",,General,-121.72712,37.21603,0.11332,Santa Clara,bay/delta,,1,1,51,45.42,66.67,37.50,55.56,3.16,,100,37.21613,-121.72652,37.21605,-121.72765,,0,ephemeral,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rst,2019,,7824,6.2,riverine,episodic single-thread,episodic riverine single-thread,30,124,,Deep Canyon Trib Training Site,,,,2019/03/27,2020/11/25 13:13:27,2020/11/25 21:21:23.622,"Kevin O'Connor (lead practitioner), Linnea Spears-Lebrun (other practitioner)",,training,,,,-116.37922,33.65096,0.05838,Riverside,colorado desert,,1,1,88,100.00,100.00,75.00,75.00,,6,10,33.65097,-116.37958,33.65099,-116.37883,nad83,0,,single thread,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rmt,2019,,7825,6.2,riverine,episodic multi-thread,episodic riverine multi-thread,31,124,,Deep Canyon Training Site,,,,2019/03/27,2020/11/25 13:29:40,2020/11/25 21:34:58.920,"Kevin O'Connor (lead practitioner), Linnea Spears-Lebrun (other practitioner)",,training,,,,-116.37767,33.64936,2.68003,Riverside,colorado desert,,1,1,97,100.00,100.00,100.00,88.89,,,200,33.64919,-116.37896,33.65024,-116.37698,nad83,0,,compound/braided,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7826,6.1,riverine,non-confined,riverine non-confined,5,127,,COY_074 Morrie Road ,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_074,,2020/10/23,2020/11/25 13:41:45,2021/05/30 06:14:26.724,"Cara Clark (lead practitioner), Donna Maniscalco (other practitioner)",,ambient,On ranch with lots of horses and other farm animals like goats and chickens.,,General,-121.79655,37.36210,0.31753,Santa Clara,bay/delta,,1,1,74,70.42,83.33,62.50,77.78,2.2,,100,37.36235,-121.79597,37.36188,-121.79709,,0,ephemeral,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7827,6.1,riverine,non-confined,riverine non-confined,5,127,,COY_076 Yerba Buena Creek- Evergreen College,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_076,,2020/08/25,2020/11/25 14:17:24,2021/05/30 06:14:26.724,"Cara Clark (lead practitioner), Renee Richardson (other practitioner)",,ambient,,,General,-121.75724,37.29888,0.35012,Santa Clara,bay/delta,,1,1,68,75.00,75.00,62.50,58.33,2.19,,100,37.29883,-121.75661,37.29873,-121.75792,,0,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7828,6.1,riverine,non-confined,riverine non-confined,5,127,,COY_078 SJ Municipal Golf Course,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_078,,2020/10/22,2020/11/25 14:31:56,2021/05/30 06:14:26.724,"Cara Clark (lead practitioner), Donna Maniscalco (other practitioner)",,ambient,"golf course on one side and residential on the other side of AA. Stipa miliacea listed as piptatherum miliasium on hard copy data form. Melilotus albus listed as invasive on hard copy data form, not on eCRAM.",,General,-121.88827,37.37276,0.40808,Santa Clara,bay/delta,,1,1,67,73.25,75.00,62.50,58.33,11,,100,37.37238,-121.88776,37.37309,-121.88869,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7829,6.1,riverine,non-confined,riverine non-confined,5,319,,Liberty Canyon Creek,NPS_MEDN_2020,404LLCALV,,2020/11/25,2020/11/25 14:47:50,2020/11/25 22:58:13.268,"Dan Pickard (lead practitioner), Tracy Morman (other practitioner)",,impacted,,,SWAMP,-118.71262,34.10590,0.6022,Los Angeles,south coast,,1,1,72,90.29,75.00,50.00,72.22,4.57,,150,34.10642,-118.71206,34.10521,-118.71273,nad83,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7831,6.1,riverine,non-confined,riverine non-confined,5,127,,COY_88,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_088,,2020/10/05,2020/11/27 09:35:42,2021/05/30 06:14:26.724,"Cara Clark (lead practitioner), Donna Maniscalco (other practitioner)",,ambient,"Waterway along Santa Teresa Rd bordered by ag fields. Parked at farmstand and walked across the street. <em>brassica sp </em>identified as <em>brassica nigra </em>post fieldwork.&nbsp;; SFEI QA Review (3/2021) updated one or more Metric Scores.",,General,-121.74005,37.20173,0.11815,Santa Clara,bay/delta,,1,1,47,37.50,66.67,37.50,44.44,7.3,,100,37.20136,-121.73991,37.20224,-121.74009,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7832,6.1,riverine,non-confined,riverine non-confined,5,127,,COY_098,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_098,,2020/08/25,2020/11/27 10:02:43,2021/05/30 06:14:26.724,"Cara Clark (lead practitioner), Renee Richardson (other practitioner)",,ambient,"Entrenchment ratio miscalculated on hard data form, accurate on eCRAM. Score stays the same.&nbsp;",,General,-121.79773,37.29761,0.4216,Santa Clara,bay/delta,,1,1,74,83.88,83.33,62.50,66.67,4.16,,100,37.29748,-121.79707,37.29762,-121.79821,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2020,sp,7833,6.1,riverine,confined,riverine confined,4,127,,COY_104 SE of Landfill #1,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_104,,2020/08/05,2020/11/27 10:22:36,2021/05/30 06:14:26.724,"Richard Van Sant (lead practitioner), Courtney Casey (other practitioner)",,ambient,"Structural Patch Richness miscounted in hard data for, corrected in eCRAM. Doesn't change score.&nbsp;; SFEI QA Review (3/2021) updated one or more Metric Scores.",,General,-121.66335,37.17781,0.07762,Santa Clara,bay/delta,,1,1,65,85.38,66.67,50.00,58.33,2.65,,100,,,,,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2020,sp,7834,6.1,riverine,confined,riverine confined,4,127,,COY_106,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_106,,2020/07/28,2020/11/27 10:41:29,2021/05/30 06:14:26.724,"Kevin O'Connor (lead practitioner), Donna Maniscalco (other practitioner)",,ambient,Lots of walnut and arundo within AA.,,General,-121.78685,37.25290,1.2366,Santa Clara,bay/delta,,1,1,73,80.63,50.00,75.00,86.11,40,,200,37.2525,-121.7855,37.2537,-121.7873,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7835,6.1,riverine,non-confined,riverine non-confined,5,127,,COY_108 Tributary to Evergreen at Urban Edge,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_108,,2020/08/26,2020/11/27 11:04:38,2021/05/30 06:14:26.724,"Cara Clark (lead practitioner), Renee Richardson (other practitioner)",,ambient,,,General,-121.75139,37.30515,0.18692,Santa Clara,bay/delta,,1,1,67,90.29,83.33,37.50,55.56,,,100,37.30532,-121.75072,37.30503,-121.75182,,0,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7836,6.1,riverine,non-confined,riverine non-confined,5,127,,COY_116 Coyote Creek,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_116,,2020/07/31,2020/11/27 11:25:20,2021/05/30 06:14:26.724,"Lindsay Teunis (lead practitioner), Ford Bendell (other practitioner)",,,,,General,-121.75745,37.27104,0.14161,Santa Clara,bay/delta,,1,1,73,93.29,100.00,37.50,61.11,2,,100,,,,,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7837,6.1,riverine,non-confined,riverine non-confined,5,127,,COY_109 Gilroy Hot Springs Road and Canada Road,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_109,,2020/08/03,2020/11/30 13:10:03,2021/05/30 06:14:26.724,"Paul Schwartz (lead practitioner), Sara Galindo (other practitioner)",,ambient,"<p>note 9/24: Removed secondary channel from AA at tope of AA, which decresed avg bankfull width. kept AA at 200m.&nbsp;</p><p>AA consists of 'wash' area adjacent to Gilroy Hot Springs Road.</p><p>Moved AA ~30m&nbsp;upstream of point. The area where point is located encompasses a portion of the channel where the channel widens, creating a secondary channel. The point was also located in a portion of the wash that is influenced by a large tributary that enters the main wash downstream of point. The upper portion of the channel has a large secondary channel, included in AA, which enters the main channel ~50m downstream of top of AA.&nbsp;</p><p>Hydrologic connectivity rounded to 1.5 on eCRAM, changing score from a D on hard copy data form to a C.&nbsp;</p><p></p>; SFEI QA Review (3/2021) updated one or more Metric Scores.",,General,-121.47566,37.07281,1.20893,Santa Clara,bay/delta,,1,1,73,90.29,83.33,62.50,55.56,13.7,,200,,,,,,0,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7839,6.1,riverine,non-confined,riverine non-confined,5,127,,COY_122 Singleton Rd at Tuers Rd,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_122,,2020/08/27,2020/11/30 14:25:21,2021/05/30 06:14:26.724,"Renee Richardson (lead practitioner), Donna Maniscalco (other practitioner)",,ambient,"<p>Moved AA downstream because of two structures in channel-1 had 2 culverts then further down stream old damn structure that was degraded. heavy homeless use. garbage and fire damage everywhere along creek.&nbsp;</p><p>Stream Corridor Continuity given a C on hard copy data sheet, should be a B. correct in eCRAM.&nbsp;</p>; SFEI QA Review (3/2021) updated one or more Metric Scores.",,General,-121.82362,37.29815,0.26276,Santa Clara,bay/delta,,1,1,67,55.17,66.67,75.00,69.44,7.6,,100,37.2978,-121.8234,37.29684,-121.8243,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7840,6.1,riverine,non-confined,riverine non-confined,5,127,,COY_128,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_128,,2020/07/30,2020/11/30 14:38:19,2021/05/30 06:14:26.724,"Kevin O'Connor (lead practitioner), Donna Maniscalco (other practitioner)",,ambient,"small 'ditch' in field across from Monterey Mushroom. No tall vegetation or trees lining the channel.&nbsp;; SFEI QA Review (3/2021) updated one or more Metric Scores.",,General,-121.70399,37.16223,0.15522,Santa Clara,bay/delta,,1,1,38,47.88,50.00,25.00,27.78,2.5,,100,37.16199,-121.70357,37.16251,-121.70446,,0,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7842,6.1,riverine,non-confined,riverine non-confined,5,319,,Los Flores Canyon Creek,NPS_MEDN_2020,R2_LOSFLORES,,2020/07/27,2020/11/30 15:37:38,2020/11/30 23:37:38.861,"Dan Pickard (lead practitioner), Tracy Morman (other practitioner)",,ambient,,,SWAMP,-118.63762,34.03823,0.13774,Los Angeles,south coast,,1,1,66,43.13,75.00,62.50,83.33,2.37,,150,34.03788,-118.63733,34.03779,-118.63733,,0,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7843,6.1,riverine,non-confined,riverine non-confined,5,127,,COY_136 Coyote Creek at Forsum Road,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_136,,2020/07/31,2020/11/30 16:42:44,2021/05/30 06:14:26.724,"Paul Schwartz (lead practitioner), Sara Galindo (other practitioner)",,ambient,"<p>AA established using 17m wide bankfull, secondary channel at top of AA removed post field work but kept AA length at 170.&nbsp;</p><p>located in South San Jose adjacent to Metcalf Park. Point given was moved downstream to account for 170m AA length. There is a large dam structure just upstream of AA. At top of AA the channel is divided by vegetated islands, isolating right bank channel, while left bank channel flows. Right bank is secondary channel, likely engaged at high flows. Left bank channel is main channel. stagnant, not flowing water in secondary channel. large abandoned concrete blocks/stricture at top of AA. Secondary channel was removed from AA.</p><p>Structural Patch Richness miscalculated on hard copy data sheet, accurate in eCRAM.</p><p>Ludwigia peploides not listed as invasive on hard copy data sheet. Corrected in eCRAM, altered score.&nbsp;</p><p>Practitioners wrongly concluded that open water upstream and downstream of AA broke stream corridor continuity, determining there was no stream corridor continuity and scoring the metric as a D. During data entry and review with ICF Lead CRAM practitioner, it was determined that open water does not break stream corridor continuity and this metric was reassessed. Upstream breaks include the dam structure at the top of the AA and down stream breaks include the 101 freeway at 480m downstream of AA.&nbsp;</p>; SFEI QA Review (3/2021) updated one or more Metric Scores.",,General,-121.76188,37.23518,0.45563,Santa Clara,bay/delta,,1,1,86,90.29,75.00,100.00,80.56,12.6,,17,,,,,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7844,6.1,riverine,non-confined,riverine non-confined,5,127,,COY_148,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_148,,2020/07/31,2020/11/30 18:11:35,2021/05/30 06:14:26.724,"Kevin O'Connor (lead practitioner), Donna Maniscalco (other practitioner)",,ambient,"Started the AA downstream of the rock weir/stream crossing. There is a blownout cuvert-we started downstream of it, down stream of the old road crossing.&nbsp;",,General,-121.69162,37.17834,0.24269,Santa Clara,bay/delta,,1,1,71,90.29,66.67,75.00,52.78,15.3,,120,37.17775,-121.69091,37.17868,-121.69187,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2020,sp,7845,6.1,riverine,confined,riverine confined,4,127,,COY_154 Silver Creek at King Pond,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_154,,2020/10/01,2020/11/30 18:44:12,2021/05/30 06:14:26.724,"Cara Clark (lead practitioner), Renee Richardson (other practitioner)",,ambient,"Hard copy data sheet does not include 250x2 break upstream. Confirmed with practitioners and break included in eCRAM.&nbsp;&nbsp;; SFEI QA Review (3/2021) updated one or more Metric Scores.",,General,-121.86331,37.36021,0.15883,Santa Clara,bay/delta,,1,1,31,25.00,33.33,25.00,38.89,14,,,37.35983,-121.86285,37.36032,-121.86377,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2020,sp,7846,6.1,riverine,non-confined,riverine non-confined,5,127,,COY_172,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_172,,2020/10/29,2020/11/30 19:10:28,2021/05/30 06:14:26.724,"Cara Clark (lead practitioner), Renee Richardson (other practitioner)",,ambient,"<p>Small drainage between road and pasture land. Heavy use by feral pigs. moved downstream point into WD easement.&nbsp;</p><p>Practitioners listed <em>juglans calfornica</em> as invasive in plant communities metric, altering percent invasion. Percent invasion miscalculated on hard copy data sheet, accurate on eCRAM.&nbsp;</p><p>Structural Path Richness score miscalculated on hard copy data form, accurate on eCRAM.&nbsp;</p>; SFEI QA Review (3/2021) updated one or more Metric Scores.",,General,-121.73509,37.19156,0.25981,Santa Clara,bay/delta,,1,1,64,85.38,66.67,50.00,52.78,7,,100,37.19132,-121.73478,37.19201,121.73551,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2020,sp,7847,6.1,riverine,confined,riverine confined,4,127,,COY_176,SCVWD D5 Project_Coyote Creek 2020 Ambient 10-year Resurvey,COY_176,,2020/10/29,2020/11/30 20:07:45,2021/05/30 06:14:26.724,"Cara Clark (lead practitioner), Donna Maniscalco (other practitioner)",,ambient,"<em>polypgon sp. </em>identified as <em>polypogon interruptus</em>&nbsp;by Valley Water botanist post field work.&nbsp;",,General,-121.71551,37.21283,0.12264,Santa Clara,bay/delta,,1,1,88,93.29,91.67,87.50,77.78,2,,100,37.21299,-121.71504,37.21267,-121.71603,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
